Avg Returns,Success Rate,env-final-hand_object_aligned,env-final-obj_goal_distance,env-final-object_above_goal,env-final-object_grasped,env-final-picked_up,env-final-task_achieved,env-hand_object_aligned,env-obj_goal_distance,env-object_above_goal,env-object_grasped,env-picked_up,env-task_achieved,test-BC Loss,test-epoch_duration,train-BC Loss,train-epoch_duration
-65.0,0.0,0.0,0.18271508806820733,0.0,0.0,0.0,0.0,0.055384615384615386,0.17262131996970947,0.0,0.055384615384615386,0.0,0.0,0.0668884314596653,1.1676790714263916,0.16235519431531428,43.12889909744263
-65.0,0.0,0.0,0.1743247704001988,0.0,0.0,0.2,0.0,0.3046153846153846,0.1774435737790085,0.0,0.3046153846153846,0.052307692307692305,0.0,0.05562125965952873,1.1903860569000244,0.06474177155643701,43.6083607673645
-65.0,0.0,0.2,0.23645310404113537,0.0,0.2,0.2,0.0,0.38153846153846155,0.20722938587266648,0.0,0.38153846153846155,0.052307692307692305,0.0,0.06054346263408661,1.2212460041046143,0.0516439388692379,44.52375912666321
-65.0,0.0,0.6,0.2005736614675342,0.0,0.6,0.0,0.0,0.5384615384615384,0.18672490462950075,0.0,0.5384615384615384,0.2553846153846154,0.0,0.05738545153290033,1.1740479469299316,0.04574986767023802,43.793663024902344
-65.0,0.0,0.6,0.1781972381585046,0.0,0.6,0.6,0.0,0.676923076923077,0.19261661712874598,0.0,0.676923076923077,0.23384615384615384,0.0,0.04363350328058004,1.171565055847168,0.03962725913152099,44.23665690422058
-65.0,0.0,0.4,0.1791655990282347,0.0,0.4,0.6,0.0,0.6307692307692307,0.19019569393278707,0.0,0.6307692307692307,0.35384615384615387,0.0,0.05851995814591646,1.1735708713531494,0.03643766228109598,44.16914772987366
-65.0,0.0,0.6,0.1794814529748989,0.2,0.6,0.6,0.0,0.5969230769230769,0.19478998061806257,0.033846153846153845,0.5969230769230769,0.24307692307692308,0.0,0.04290347956120968,1.1761016845703125,0.03071215944364667,44.251266956329346
-65.0,0.0,0.0,0.2153514494004131,0.0,0.0,0.0,0.0,0.10461538461538461,0.20136757256428628,0.0,0.10461538461538461,0.09538461538461539,0.0,0.05155989080667496,1.171259880065918,0.027696444010362028,43.634119272232056
-65.0,0.0,0.6,0.18145267095754297,0.0,0.6,0.2,0.0,0.5692307692307692,0.1773253059258888,0.0,0.5692307692307692,0.1753846153846154,0.0,0.05490426886826753,1.170344352722168,0.025762674817815422,43.63418889045715
-60.4,0.4,0.4,0.1633646310514682,0.4,0.4,0.6,0.4,0.8707692307692307,0.2006765418611903,0.13538461538461538,0.8707692307692307,0.38769230769230767,0.07076923076923076,0.05136040430516005,1.1840410232543945,0.022802370321005582,44.540048360824585
-65.0,0.0,0.6,0.1790497477729124,0.2,0.6,0.4,0.0,0.5446153846153846,0.19377440497537649,0.012307692307692308,0.5446153846153846,0.2123076923076923,0.0,0.05384835246950388,1.2327182292938232,0.021449963273480536,44.34191298484802
-64.4,0.2,0.4,0.16005201482216488,0.2,0.4,0.4,0.2,0.3569230769230769,0.19091845795885856,0.006153846153846154,0.3569230769230769,0.24,0.009230769230769232,0.052042847499251366,1.1880970001220703,0.020235623270273208,43.646480321884155
-63.0,0.2,0.4,0.14508541636118183,0.2,0.4,0.4,0.2,0.3569230769230769,0.16255868968478457,0.03076923076923077,0.3569230769230769,0.3076923076923077,0.03076923076923077,0.05510902628302574,1.172590970993042,0.018703776150941848,43.836475133895874
-65.0,0.0,0.8,0.1677665644783743,0.2,0.8,0.2,0.0,0.7353846153846154,0.17506911961691698,0.03076923076923077,0.7353846153846154,0.12,0.0,0.046460296399891375,1.1709330081939697,0.016181743070483208,43.66496396064758
-65.0,0.0,0.6,0.21040529509151149,0.0,0.6,0.2,0.0,0.556923076923077,0.21409811513401644,0.0,0.556923076923077,0.04923076923076923,0.0,0.056131611205637456,1.1740107536315918,0.01755921958014369,44.1655638217926
-65.0,0.0,0.4,0.14783329910361742,0.2,0.4,0.2,0.0,0.3076923076923077,0.17365765374977649,0.006153846153846154,0.3076923076923077,0.14461538461538462,0.0,0.05567832626402378,1.1827797889709473,0.016375889321789145,43.72697973251343
-62.6,0.8,0.8,0.0881469595723428,0.6,0.8,0.8,0.8,0.7292307692307692,0.171942081087065,0.09846153846153846,0.7292307692307692,0.48923076923076925,0.036923076923076927,0.03694587741047144,1.1711370944976807,0.015280901063233614,43.75434994697571
