Avg Returns,Success Rate,env-final-hand_object_aligned,env-final-obj_goal_distance,env-final-object_above_goal,env-final-object_grasped,env-final-picked_up,env-final-task_achieved,env-hand_object_aligned,env-obj_goal_distance,env-object_above_goal,env-object_grasped,env-picked_up,env-task_achieved,test-BC Loss,test-epoch_duration,train-BC Loss,train-epoch_duration
-65.0,0.0,0.6,0.18730770056551432,0.0,0.6,1.0,0.0,0.7107692307692308,0.20375470151704153,0.0,0.7107692307692308,0.5323076923076923,0.0,0.07516403049230576,1.1691370010375977,0.05974001083523035,43.496148109436035
-62.0,0.6,0.8,0.12095370073102965,0.6,0.8,0.8,0.6,0.8492307692307692,0.19671677145434788,0.14461538461538462,0.8492307692307692,0.48923076923076925,0.046153846153846156,0.06699469350278378,1.170137882232666,0.05464789237827063,43.45186424255371
-65.0,0.0,0.6,0.20342411103178232,0.0,0.6,0.8,0.0,0.6030769230769231,0.1977253205482973,0.0,0.6030769230769231,0.4246153846153846,0.0,0.062041569873690604,1.1685779094696045,0.055000065360218287,43.40924096107483
-65.0,0.0,0.4,0.1693492822592027,0.0,0.4,0.4,0.0,0.37846153846153846,0.18583332293059726,0.0,0.37846153846153846,0.28307692307692306,0.0,0.05466399118304253,1.1681029796600342,0.05858805503696203,43.41640591621399
-61.8,0.4,0.6,0.13099465157560355,0.6,0.6,1.0,0.4,0.7323076923076923,0.16569110458604855,0.10153846153846154,0.7323076923076923,0.5969230769230769,0.04923076923076923,0.060523629933595655,1.1679742336273193,0.05142506981268525,43.41196417808533
-65.0,0.0,0.6,0.17045331232228944,0.0,0.6,0.0,0.0,0.6,0.173168675721011,0.0,0.6,0.052307692307692305,0.0,0.056062248349189756,1.1679890155792236,0.051844662129878996,43.41194701194763
-65.0,0.0,0.4,0.16214845296092445,0.0,0.4,0.8,0.0,0.38769230769230767,0.18467246852768457,0.0,0.38769230769230767,0.31384615384615383,0.0,0.06823183335363865,1.1678400039672852,0.04968150308355689,43.44266390800476
-65.0,0.0,0.2,0.17388203237782157,0.0,0.2,0.4,0.0,0.24,0.17234576689403455,0.0,0.24,0.14153846153846153,0.0,0.06538970097899437,1.168569803237915,0.049200066793709994,43.450254917144775
-65.0,0.0,1.0,0.17920776449613607,0.0,1.0,0.6,0.0,0.8892307692307693,0.19160892822056766,0.0,0.8892307692307693,0.20923076923076922,0.0,0.06402023695409298,1.168053150177002,0.04978415727615357,43.46582102775574
-65.0,0.0,0.6,0.19619245816843275,0.0,0.6,0.2,0.0,0.5846153846153846,0.1867131852658325,0.0,0.5846153846153846,0.09846153846153846,0.0,0.053817888349294664,1.182736873626709,0.04846947271376848,44.127445936203
-65.0,0.0,0.8,0.16380064091359872,0.2,0.8,0.8,0.0,0.7323076923076923,0.18848129631809063,0.021538461538461538,0.7323076923076923,0.3230769230769231,0.0,0.05811896733939648,1.169658899307251,0.046374057549983264,43.54009985923767
-64.0,0.2,1.0,0.13353412998267125,0.8,1.0,1.0,0.2,0.9138461538461539,0.18049973266265035,0.09538461538461539,0.9138461538461539,0.40307692307692305,0.015384615384615385,0.06451500169932842,1.1691651344299316,0.047442947421222924,43.514315128326416
-65.0,0.0,0.2,0.17385904981494665,0.0,0.2,0.0,0.0,0.2676923076923077,0.1792252328589436,0.0,0.2676923076923077,0.006153846153846154,0.0,0.0549115490168333,1.1703920364379883,0.049308405872434374,43.57456088066101
-65.0,0.0,0.8,0.19735768854907998,0.0,0.8,0.6,0.0,0.6861538461538461,0.2067136180136604,0.0,0.6861538461538461,0.15384615384615385,0.0,0.0604626975953579,1.169814109802246,0.04488046652637422,43.531156063079834
-64.0,0.4,0.8,0.15204621042793837,0.0,0.8,1.0,0.4,0.8553846153846154,0.18345031163509085,0.006153846153846154,0.8553846153846154,0.4246153846153846,0.015384615384615385,0.061742433533072474,1.1734321117401123,0.04500821016728878,43.538259983062744
