Avg Returns,Success Rate,env-final-hand_object_aligned,env-final-obj_goal_distance,env-final-object_above_goal,env-final-object_grasped,env-final-picked_up,env-final-task_achieved,env-hand_object_aligned,env-obj_goal_distance,env-object_above_goal,env-object_grasped,env-picked_up,env-task_achieved,test-BC Loss,test-epoch_duration,train-epoch_duration
-61.6,0.2,0.4,0.1624972909179229,0.2,0.4,0.2,0.2,0.6,0.18292792749383754,0.052307692307692305,0.6,0.31076923076923074,0.052307692307692305,0.019694531594657085,1.2114038467407227,43.57289385795593
-57.6,0.6,0.4,0.09540377339148522,0.4,0.4,0.8,0.6,0.4676923076923077,0.15534210587512487,0.1476923076923077,0.4676923076923077,0.7784615384615384,0.11384615384615385,0.018014528212899512,1.1712250709533691,43.55550503730774
-65.0,0.0,0.0,0.19334996389898404,0.0,0.0,0.4,0.0,0.10461538461538461,0.19349935961378265,0.0,0.10461538461538461,0.40307692307692305,0.0,0.017137149441987277,1.1713340282440186,43.92499089241028
-65.0,0.0,0.2,0.1955577636312666,0.0,0.2,0.2,0.0,0.2953846153846154,0.19156471118881213,0.0,0.2953846153846154,0.2,0.0,0.01890749729407782,1.2090339660644531,43.58230805397034
-65.0,0.0,0.4,0.21235571675591802,0.0,0.4,0.6,0.0,0.36615384615384616,0.2116718690031841,0.0,0.36615384615384616,0.4492307692307692,0.0,0.014902808999812061,1.4932878017425537,83.62332797050476
-56.0,0.4,0.0,0.19068929846007268,0.2,0.0,0.4,0.4,0.3446153846153846,0.19951768453646598,0.10461538461538461,0.3446153846153846,0.5723076923076923,0.13846153846153847,0.018036172475496475,1.1688339710235596,43.57265090942383
-53.0,0.6,0.2,0.08701403630529568,0.4,0.2,0.8,0.6,0.28615384615384615,0.14306681353524595,0.26461538461538464,0.28615384615384615,0.5938461538461538,0.18461538461538463,0.013928499682383104,1.1678900718688965,43.503562927246094
-61.6,0.2,0.2,0.17169342757622125,0.0,0.2,0.6,0.2,0.28615384615384615,0.19591255031215418,0.027692307692307693,0.28615384615384615,0.5692307692307692,0.052307692307692305,0.012586800330741839,1.2079880237579346,43.50776124000549
-58.2,0.6,0.8,0.08516845077481397,0.6,0.8,0.8,0.6,0.64,0.15755511678079542,0.15384615384615385,0.64,0.5169230769230769,0.10461538461538461,0.01295958550392904,1.1683800220489502,43.514142990112305
-53.0,0.6,0.6,0.17531690787474655,0.4,0.6,1.0,0.6,0.5969230769230769,0.16370762229500704,0.20923076923076922,0.5969230769230769,0.8153846153846154,0.18461538461538463,0.01325173649555919,1.1671538352966309,43.519659996032715
-65.0,0.0,0.2,0.17743491375130507,0.0,0.2,0.4,0.0,0.49538461538461537,0.1863235596786167,0.0,0.49538461538461537,0.20923076923076922,0.0,0.012832973510111598,1.169260025024414,43.54334497451782
-63.2,0.4,0.4,0.11843041111617317,0.6,0.4,0.6,0.4,0.27076923076923076,0.16483397186056933,0.10153846153846154,0.27076923076923076,0.28,0.027692307692307693,0.012536952720785683,1.1689021587371826,43.517449140548706
-59.8,0.2,0.2,0.16966029434088056,0.2,0.2,0.8,0.2,0.2923076923076923,0.17038276516200845,0.10461538461538461,0.2923076923076923,0.8676923076923077,0.08,0.01333252106454562,1.1686508655548096,43.526610136032104
