Avg Returns,Success Rate,env-final-hand_object_aligned,env-final-obj_goal_distance,env-final-object_above_goal,env-final-object_grasped,env-final-picked_up,env-final-task_achieved,env-hand_object_aligned,env-obj_goal_distance,env-object_above_goal,env-object_grasped,env-picked_up,env-task_achieved,test-BC Loss,test-epoch_duration,train-BC Loss,train-epoch_duration
-65.0,0.0,0.0,0.19743515166888023,0.0,0.0,0.0,0.0,0.0,0.197430293077083,0.0,0.0,0.0,0.0,0.25980366915464403,1.1712770462036133,0.24311336904764175,43.69211411476135
-65.0,0.0,0.6,0.1790029335958478,0.0,0.6,0.2,0.0,0.5323076923076923,0.18365632995070694,0.0,0.5323076923076923,0.055384615384615386,0.0,0.09612004980444908,1.172187089920044,0.15812007203698158,43.63676309585571
-65.0,0.0,0.2,0.23130011569290598,0.0,0.2,0.2,0.0,0.09846153846153846,0.20440567200370066,0.0,0.09846153846153846,0.04923076923076923,0.0,0.09395432323217393,1.1715238094329834,0.09461180374026298,43.75921082496643
-65.0,0.0,0.0,0.19062491101778115,0.0,0.0,0.0,0.0,0.09538461538461539,0.19094352446994778,0.0,0.09538461538461539,0.0,0.0,0.07745978124439716,1.1731481552124023,0.08250736273825168,43.63227105140686
-65.0,0.0,0.0,0.17736842045617462,0.0,0.0,0.0,0.0,0.23692307692307693,0.17881546657241804,0.0,0.23692307692307693,0.0,0.0,0.08188217282295226,1.1728160381317139,0.07625458933413029,43.633944034576416
-65.0,0.0,0.6,0.16618537204639314,0.0,0.6,1.0,0.0,0.5969230769230769,0.16921997793499358,0.0,0.5969230769230769,0.6523076923076923,0.0,0.09101870507001877,1.1722912788391113,0.0722091131284833,43.63734197616577
-61.0,0.2,0.4,0.16710071367390075,0.2,0.4,0.2,0.2,0.4338461538461538,0.1849806905344967,0.08615384615384615,0.4338461538461538,0.14153846153846153,0.06153846153846154,0.08504518866539001,1.1770191192626953,0.07154781743884087,43.75659799575806
-61.2,0.2,1.0,0.1593722726815991,0.2,1.0,0.6,0.2,0.916923076923077,0.18773495778324142,0.07692307692307693,0.916923076923077,0.48,0.05846153846153846,0.08124736174941063,1.1918737888336182,0.06340212546288967,43.67345094680786
-65.0,0.0,0.4,0.17448289417149887,0.0,0.4,0.0,0.0,0.44,0.18028040017394212,0.0,0.44,0.0,0.0,0.08907339796423912,1.1731338500976562,0.0628942533954978,43.6982798576355
-59.4,0.2,0.4,0.15698480771786832,0.0,0.4,0.4,0.2,0.4646153846153846,0.1715110558270991,0.015384615384615385,0.4646153846153846,0.24,0.08615384615384615,0.10426827743649483,1.1748549938201904,0.05843866985291243,43.7839789390564
-61.4,0.2,0.6,0.3537863243838674,0.2,0.6,0.2,0.2,0.6646153846153846,0.22792709094094474,0.07384615384615385,0.6646153846153846,0.26461538461538464,0.055384615384615386,0.08604787215590477,1.173245906829834,0.05439502976834774,43.692272901535034
-59.6,0.2,0.4,0.18030523670350468,0.2,0.4,0.6,0.2,0.76,0.18106963084377997,0.08615384615384615,0.76,0.2523076923076923,0.08307692307692308,0.0866541750729084,1.1735129356384277,0.04902317520231009,43.686410903930664
-65.0,0.0,0.4,0.1621895134353277,0.0,0.4,0.4,0.0,0.31076923076923074,0.1760336947280385,0.0,0.31076923076923074,0.16,0.0,0.08749965950846672,1.1735942363739014,0.048417885601520536,43.695831060409546
-65.0,0.0,0.2,0.20300517285812,0.0,0.2,0.4,0.0,0.2953846153846154,0.20251280825279844,0.0,0.2953846153846154,0.22153846153846155,0.0,0.09906396269798279,1.1739871501922607,0.049248830005526545,43.691181898117065
-65.0,0.0,0.2,0.28800097352738857,0.0,0.2,0.0,0.0,0.30153846153846153,0.21088375317528918,0.006153846153846154,0.30153846153846153,0.09538461538461539,0.0,0.09996155425906181,1.1734020709991455,0.046588958650827406,43.90514802932739
-65.0,0.0,0.6,0.18586164992157234,0.0,0.6,0.2,0.0,0.6276923076923077,0.17288263597450482,0.0,0.6276923076923077,0.15384615384615385,0.0,0.08950035125017167,1.1711618900299072,0.04279841313138604,43.611234188079834
-63.6,0.2,0.4,0.18124613164587525,0.2,0.4,0.2,0.2,0.2676923076923077,0.19495940959722854,0.046153846153846156,0.2676923076923077,0.11076923076923077,0.021538461538461538,0.09982339665293694,1.1715662479400635,0.04141783244907856,43.61513900756836
-65.0,0.0,0.2,0.20765902722214213,0.0,0.2,0.4,0.0,0.40307692307692305,0.20073562625116473,0.0,0.40307692307692305,0.3046153846153846,0.0,0.09000684842467307,1.1705350875854492,0.03869575824588537,43.59850001335144
-64.8,0.2,0.8,0.17431629192129156,0.2,0.8,0.6,0.2,0.6,0.20435362054465328,0.018461538461538463,0.6,0.42153846153846153,0.003076923076923077,0.0932461030781269,1.1698482036590576,0.03596619689837098,43.600237131118774
-65.0,0.0,0.8,0.17261036532227492,0.0,0.8,0.0,0.0,0.8523076923076923,0.1810271702626097,0.0,0.8523076923076923,0.06153846153846154,0.0,0.11041025295853615,1.170863151550293,0.03397450329735875,43.60558199882507
-65.0,0.0,0.6,0.21342814978749747,0.0,0.6,0.2,0.0,0.5661538461538461,0.2096565339649221,0.0,0.5661538461538461,0.033846153846153845,0.0,0.09903936684131623,1.169950008392334,0.032241988517344,43.59695887565613
-65.0,0.0,0.2,0.2170371590148076,0.0,0.2,0.2,0.0,0.4553846153846154,0.20934479989056473,0.0,0.4553846153846154,0.16615384615384615,0.0,0.09352879822254181,1.1708731651306152,0.031143682543188334,43.60328197479248
-62.0,0.4,0.6,0.14655935874059195,0.4,0.6,0.4,0.4,0.7353846153846154,0.18478532296636702,0.08923076923076922,0.7353846153846154,0.22153846153846155,0.046153846153846156,0.10113853588700294,1.1718950271606445,0.030624528210610152,43.59908890724182
-64.0,0.2,0.4,0.21737861698649869,0.2,0.4,0.8,0.2,0.5323076923076923,0.20667983650287483,0.04,0.5323076923076923,0.3169230769230769,0.015384615384615385,0.08998798094689846,1.1705307960510254,0.029637312013655902,43.607094049453735
-62.0,0.2,1.0,0.17864461895170655,0.2,1.0,0.6,0.2,0.8830769230769231,0.18426368115401803,0.07384615384615385,0.8830769230769231,0.3230769230769231,0.046153846153846156,0.09725906178355218,1.1708412170410156,0.02696015240624547,43.59667086601257
